frac_adjs,frac_advbs,frac_neg,frac_nouns,frac_pos,has_cardinal,has_modal,has_pronoun,n_adjs,n_advbs,n_nouns,raw,sentiment,opinionated
0.0,0.0,0.0,0.0833333333333,0.0,1,0,1,0,0,1,0,-1.0,1.0
0.0,0.285714285714,0.142857142857,0.142857142857,0.0,0,0,0,0,2,1,-1,-1.0,1.0
0.0526315789474,0.157894736842,0.0526315789474,0.105263157895,0.0,1,0,1,1,3,2,-1,-1.0,1.0
0.0,0.0769230769231,0.0,0.282051282051,0.0,1,0,1,0,3,11,0,-1.0,1.0
0.0217391304348,0.152173913043,0.0434782608696,0.152173913043,0.0217391304348,1,1,1,1,7,7,-1,-1.0,1.0
0.0909090909091,0.181818181818,0.0,0.181818181818,0.0,1,0,1,1,2,2,0,-1.0,1.0
0.0,0.222222222222,0.0,0.333333333333,0.0,0,0,0,0,2,3,0,-1.0,1.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0
0.0588235294118,0.117647058824,0.0,0.235294117647,0.117647058824,1,0,1,1,2,4,2,1.0,1.0
0.142857142857,0.0,0.0,0.0,0.285714285714,1,0,1,1,0,0,2,1.0,1.0
0.111111111111,0.111111111111,0.0,0.111111111111,0.0,1,0,1,1,1,1,0,-1.0,1.0
0.0,0.166666666667,0.166666666667,0.166666666667,0.0,0,0,0,0,1,1,-1,-1.0,1.0
0.0,0.05,0.0,0.1,0.05,1,1,1,0,1,2,1,-1.0,1.0
0.2,0.0,0.0,0.2,0.2,0,0,0,1,0,1,1,-1.0,1.0
0.0,0.307692307692,0.0769230769231,0.0,0.0769230769231,1,0,1,0,4,0,0,0.0,0.0
0.181818181818,0.181818181818,0.0,0.181818181818,0.0909090909091,1,1,1,2,2,2,1,-1.0,1.0
0.190476190476,0.047619047619,0.0,0.238095238095,0.047619047619,0,0,0,4,1,5,1,-1.0,1.0
0.2,0.1,0.0,0.2,0.2,0,0,0,2,1,2,2,1.0,1.0
0.0833333333333,0.0833333333333,0.0277777777778,0.111111111111,0.0277777777778,1,1,1,3,3,4,0,-1.0,1.0
0.0,0.0,0.0,0.333333333333,0.222222222222,0,0,0,0,0,3,2,1.0,1.0
0.166666666667,0.166666666667,0.0,0.166666666667,0.166666666667,0,0,0,1,1,1,1,1.0,1.0
0.142857142857,0.142857142857,0.142857142857,0.0,0.0,1,0,1,1,1,0,-1,-1.0,1.0
0.0625,0.0,0.0,0.375,0.0,1,0,1,1,0,6,0,-1.0,1.0
0.285714285714,0.142857142857,0.142857142857,0.0,0.0,1,0,1,2,1,0,-1,-1.0,1.0
0.0,0.0,0.0,0.25,0.0,1,0,1,0,0,1,0,0.0,0.0
0.333333333333,0.0,0.0,0.333333333333,0.0,0,0,0,1,0,1,0,-1.0,1.0
0.0769230769231,0.0,0.0,0.230769230769,0.0,0,0,0,1,0,3,0,-1.0,1.0
0.166666666667,0.0,0.0,0.333333333333,0.0,0,0,0,1,0,2,0,-1.0,1.0
0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0
0.0588235294118,0.117647058824,0.117647058824,0.0588235294118,0.0,1,0,1,1,2,1,-2,1.0,1.0
0.0,0.25,0.0,0.25,0.0833333333333,0,0,0,0,3,3,1,1.0,1.0
0.0,0.0909090909091,0.0454545454545,0.272727272727,0.0,1,1,1,0,2,6,-1,1.0,1.0
0.0,0.111111111111,0.0555555555556,0.222222222222,0.0555555555556,1,0,1,0,2,4,0,0.0,0.0
0.1,0.1,0.0,0.3,0.0,1,0,1,1,1,3,0,0.0,0.0
0.0909090909091,0.0,0.0909090909091,0.272727272727,0.0,1,0,1,2,0,6,-2,-1.0,1.0
0.125,0.0,0.0,0.125,0.0,1,0,1,1,0,1,0,0.0,0.0
0.153846153846,0.0,0.153846153846,0.230769230769,0.0769230769231,0,0,0,2,0,3,-1,-1.0,1.0
0.0,0.2,0.0,0.4,0.0,0,0,0,0,1,2,0,-1.0,1.0
0.333333333333,0.0,0.0,0.333333333333,0.0,0,0,0,1,0,1,0,-1.0,1.0
0.153846153846,0.153846153846,0.0,0.153846153846,0.0769230769231,1,0,1,2,2,2,1,-1.0,1.0
0.0,0.142857142857,0.0714285714286,0.357142857143,0.0,0,0,0,0,2,5,-1,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,3,0,-1.0,1.0
0.0,0.0,0.0,0.4,0.2,0,0,0,0,0,2,1,-1.0,1.0
0.25,0.125,0.0,0.0,0.125,1,1,1,2,1,0,1,-1.0,1.0
0.0,0.0714285714286,0.0,0.0714285714286,0.0,1,0,1,0,1,1,0,-1.0,1.0
0.0,0.0666666666667,0.0,0.133333333333,0.0,1,1,1,0,1,2,0,-1.0,1.0
0.0714285714286,0.0714285714286,0.0,0.142857142857,0.0,0,0,0,1,1,2,0,-1.0,1.0
0.0769230769231,0.153846153846,0.0,0.153846153846,0.0,0,0,0,1,2,2,0,-1.0,1.0
0.25,0.0,0.125,0.25,0.125,0,0,0,2,0,2,0,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,-1.0,1.0
0.0,0.0526315789474,0.0,0.421052631579,0.0,0,0,0,0,1,8,0,-1.0,1.0
0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1.0,1.0
0.0,0.166666666667,0.0,0.0,0.0,1,1,1,0,1,0,0,-1.0,1.0
0.142857142857,0.0714285714286,0.0,0.285714285714,0.0,1,0,1,2,1,4,0,-1.0,-1.0
0.0625,0.0,0.0,0.1875,0.0,1,1,1,1,0,3,0,-1.0,1.0
0.166666666667,0.166666666667,0.0,0.0,0.166666666667,1,0,1,1,1,0,1,1.0,1.0
0.285714285714,0.142857142857,0.0,0.142857142857,0.142857142857,0,0,0,2,1,1,1,1.0,1.0
0.2,0.0666666666667,0.0,0.133333333333,0.133333333333,1,0,1,3,1,2,2,-1.0,1.0
0.0,0.125,0.125,0.375,0.0,0,0,0,0,1,3,-1,-1.0,1.0
0.0833333333333,0.25,0.0833333333333,0.0833333333333,0.0,1,1,1,1,3,1,-1,-1.0,1.0
0.105263157895,0.105263157895,0.105263157895,0.105263157895,0.0,0,0,0,2,2,2,-2,-1.0,1.0
0.0454545454545,0.0454545454545,0.0909090909091,0.318181818182,0.0454545454545,0,0,0,1,1,7,-1,-1.0,1.0
0.0952380952381,0.0952380952381,0.0,0.142857142857,0.0952380952381,1,1,1,2,2,3,2,-1.0,1.0
0.0,0.0666666666667,0.0666666666667,0.266666666667,0.0,1,0,1,0,1,4,-1,-1.0,1.0
0.166666666667,0.0,0.0,0.166666666667,0.166666666667,0,0,0,2,0,2,2,0.0,0.0
0.111111111111,0.111111111111,0.111111111111,0.111111111111,0.0,0,0,0,1,1,1,-1,-1.0,1.0
0.0,0.0,0.0,0.333333333333,0.0,0,0,0,0,0,3,0,0.0,0.0
0.0,0.2,0.0,0.2,0.0,0,1,0,0,2,2,0,-1.0,1.0
0.133333333333,0.2,0.0,0.133333333333,0.0666666666667,0,0,0,2,3,2,1,-1.0,1.0
0.0454545454545,0.0454545454545,0.0909090909091,0.272727272727,0.0,1,0,1,1,1,6,-2,-1.0,1.0
0.0,0.142857142857,0.0,0.285714285714,0.0,0,1,0,0,1,2,0,-1.0,1.0
0.0909090909091,0.0,0.0,0.636363636364,0.0,0,0,0,1,0,7,0,-1.0,1.0
0.25,0.25,0.25,0.25,0.0,0,0,0,1,1,1,-1,-1.0,1.0
0.0,0.25,0.0,0.0,0.0,0,0,0,0,1,0,0,-1.0,1.0
0.0,0.0,0.0,0.666666666667,0.0,0,0,0,0,0,2,0,-1.0,1.0
0.0714285714286,0.178571428571,0.142857142857,0.142857142857,0.0,1,0,1,2,5,4,-4,-1.0,1.0
0.0,0.166666666667,0.0,0.0833333333333,0.0,1,0,1,0,2,1,0,-1.0,1.0
0.25,0.125,0.0,0.0,0.0,0,0,0,2,1,0,0,0.0,0.0
0.125,0.0,0.125,0.25,0.0,1,0,1,1,0,2,-1,-1.0,1.0
0.0952380952381,0.047619047619,0.0,0.142857142857,0.0952380952381,1,1,1,2,1,3,2,-1.0,1.0
0.0,0.166666666667,0.0,0.5,0.166666666667,0,0,0,0,1,3,1,-1.0,1.0
0.111111111111,0.0,0.0,0.333333333333,0.111111111111,1,0,1,1,0,3,1,-1.0,1.0
0.0,0.0,0.0,0.4,0.4,0,0,0,0,0,2,2,1.0,1.0
0.2,0.0,0.0,0.4,0.2,0,0,0,1,0,2,1,1.0,1.0
0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1.0,1.0
0.0857142857143,0.142857142857,0.0571428571429,0.171428571429,0.0,1,1,1,3,5,6,-2,-1.0,1.0
0.5,0.5,0.0,0.0,0.0,0,0,0,1,1,0,0,-1.0,1.0
0.0,0.0,0.0,0.0,0.2,1,0,1,0,0,0,1,1.0,1.0
0.0,0.0,0.0,0.25,0.0,0,0,0,0,0,1,0,1.0,1.0
0.0833333333333,0.0833333333333,0.0,0.333333333333,0.0,0,0,0,1,1,4,0,-1.0,1.0
0.142857142857,0.0,0.0,0.285714285714,0.142857142857,1,0,1,1,0,2,1,-1.0,1.0
0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1,1,1.0,1.0
0.4,0.0,0.0,0.4,0.0,0,0,0,2,0,2,0,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,0.0,0.0
0.0,0.0,0.0,0.166666666667,0.0,0,0,0,0,0,1,0,-1.0,1.0
0.04,0.04,0.0,0.28,0.08,1,0,1,1,1,7,2,-1.0,1.0
0.142857142857,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,1.0,1.0
0.0833333333333,0.0833333333333,0.0,0.166666666667,0.0,0,0,0,1,1,2,0,-1.0,1.0
0.047619047619,0.047619047619,0.0,0.142857142857,0.0,1,0,1,1,1,3,0,-1.0,1.0
0.0,0.0769230769231,0.0,0.0769230769231,0.0,1,0,1,0,1,1,0,-1.0,1.0
0.0,0.125,0.0,0.125,0.0,0,0,0,0,1,1,0,-1.0,1.0
0.0,0.153846153846,0.0,0.153846153846,0.0769230769231,1,0,1,0,2,2,1,-1.0,1.0
0.0909090909091,0.0,0.0909090909091,0.363636363636,0.0,0,0,0,1,0,4,-1,-1.0,1.0
0.142857142857,0.0,0.0,0.285714285714,0.0,0,0,0,1,0,2,0,-1.0,1.0
0.0,0.0526315789474,0.0,0.0526315789474,0.0,1,0,1,0,1,1,0,-1.0,1.0
0.0,0.0588235294118,0.0,0.117647058824,0.0,0,0,0,0,1,2,0,-1.0,1.0
0.0769230769231,0.153846153846,0.0,0.230769230769,0.0,1,1,1,1,2,3,0,-1.0,1.0
0.0,0.125,0.0,0.125,0.0,1,0,1,0,1,1,0,-1.0,1.0
0.0526315789474,0.0,0.0526315789474,0.368421052632,0.0526315789474,0,1,0,1,0,7,0,-1.0,1.0
0.0,0.0,0.166666666667,0.333333333333,0.0,0,0,0,0,0,2,-1,-1.0,1.0
0.181818181818,0.0909090909091,0.0909090909091,0.0909090909091,0.0,1,0,1,2,1,1,-1,-1.0,1.0
0.0681818181818,0.0909090909091,0.0454545454545,0.181818181818,0.0,1,1,1,3,4,8,-2,-1.0,1.0
0.0909090909091,0.181818181818,0.0,0.454545454545,0.0909090909091,0,0,0,1,2,5,1,1.0,1.0
0.5,0.5,0.5,0.0,0.0,0,0,0,1,1,0,-1,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,1,0,1,0,0,4,0,-1.0,1.0
0.5,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,-1.0,1.0
0.0,0.0,0.0,0.3,0.0,1,0,1,0,0,3,0,-1.0,1.0
0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,-1.0,1.0
0.142857142857,0.0,0.142857142857,0.214285714286,0.0,1,0,1,2,0,3,-2,-1.0,1.0
0.1,0.0,0.0,0.4,0.0,0,0,0,1,0,4,0,-1.0,1.0
0.0625,0.125,0.0625,0.375,0.0,0,0,0,1,2,6,-1,-1.0,1.0
0.1,0.0,0.0,0.3,0.0,0,0,0,1,0,3,0,-1.0,1.0
0.0833333333333,0.166666666667,0.0,0.0833333333333,0.0,0,1,0,1,2,1,0,-1.0,1.0
0.363636363636,0.0909090909091,0.0,0.0,0.0909090909091,0,0,0,4,1,0,1,-1.0,1.0
0.0909090909091,0.0,0.0,0.363636363636,0.0,0,0,0,1,0,4,0,-1.0,1.0
0.166666666667,0.0555555555556,0.0,0.111111111111,0.0,1,0,1,3,1,2,0,-1.0,1.0
0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,2,0,-1.0,1.0
0.0909090909091,0.0,0.0,0.0909090909091,0.0,1,1,1,1,0,1,0,-1.0,1.0
0.166666666667,0.0,0.166666666667,0.166666666667,0.166666666667,0,0,0,1,0,1,0,-1.0,1.0
0.0,0.111111111111,0.0,0.222222222222,0.0,0,0,0,0,1,2,0,-1.0,1.0
0.0,0.0,0.0,0.333333333333,0.0,0,0,0,0,0,1,0,-1.0,1.0
0.333333333333,0.333333333333,0.0,0.0,0.333333333333,0,0,0,1,1,0,1,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,0.0,0.0
0.125,0.0,0.125,0.25,0.0,0,0,0,1,0,2,-1,-1.0,1.0
0.0,0.0,0.0,0.111111111111,0.0,1,0,1,0,0,1,0,-1.0,1.0
0.333333333333,0.0,0.0,0.166666666667,0.0,0,0,0,2,0,1,0,-1.0,1.0
0.125,0.0625,0.125,0.1875,0.0,1,0,1,2,1,3,-2,-1.0,1.0
0.0,0.0,0.0,0.285714285714,0.142857142857,0,0,0,0,0,2,1,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,-1.0,1.0
0.25,0.0,0.0,0.25,0.5,0,0,0,1,0,1,2,1.0,1.0
0.0,0.153846153846,0.0,0.307692307692,0.0769230769231,1,0,1,0,2,4,1,0.0,0.0
0.0444444444444,0.0,0.0,0.266666666667,0.0222222222222,1,0,1,2,0,12,1,-1.0,1.0
0.166666666667,0.166666666667,0.0,0.0,0.333333333333,0,0,0,1,1,0,2,0.0,0.0
0.333333333333,0.0,0.0,0.166666666667,0.0,1,0,1,2,0,1,0,1.0,1.0
0.0,0.0,0.5,1.0,0.0,0,0,0,0,0,2,-1,1.0,1.0
0.0714285714286,0.0,0.0,0.0714285714286,0.0714285714286,1,0,1,1,0,1,1,1.0,1.0
0.142857142857,0.0,0.0,0.0,0.142857142857,1,1,1,1,0,0,1,-1.0,1.0
0.0322580645161,0.0967741935484,0.0322580645161,0.193548387097,0.0322580645161,1,0,1,1,3,6,0,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,1,0,-1.0,1.0
0.047619047619,0.238095238095,0.047619047619,0.0952380952381,0.0,1,0,1,1,5,2,-1,-1.0,1.0
0.0,0.0,0.333333333333,0.666666666667,0.0,0,0,0,0,0,2,-1,-1.0,1.0
0.0,0.2,0.0,0.4,0.0,0,0,0,0,1,2,0,-1.0,1.0
0.0,0.0,0.0,0.0,0.333333333333,1,0,1,0,0,0,1,1.0,1.0
0.125,0.125,0.125,0.25,0.0,1,0,1,1,1,2,-1,-1.0,1.0
0.0384615384615,0.0384615384615,0.0,0.115384615385,0.0,1,0,1,1,1,3,0,-1.0,1.0
0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1.0,1.0
0.0285714285714,0.0857142857143,0.0,0.228571428571,0.0285714285714,1,0,1,1,3,8,1,-1.0,1.0
0.0,0.0714285714286,0.0,0.142857142857,0.0,1,1,1,0,1,2,0,-1.0,1.0
0.0909090909091,0.0909090909091,0.0909090909091,0.272727272727,0.0,1,0,1,1,1,3,-1,-1.0,1.0
0.12,0.04,0.04,0.32,0.0,0,0,0,3,1,8,-1,-1.0,1.0
0.0833333333333,0.0,0.0,0.25,0.0833333333333,1,0,1,1,0,3,1,-1.0,1.0
0.192307692308,0.115384615385,0.0384615384615,0.192307692308,0.0,1,1,1,5,3,5,-1,0.0,0.0
0.0625,0.21875,0.0625,0.15625,0.03125,1,0,1,2,7,5,-1,-1.0,1.0
0.0666666666667,0.133333333333,0.0666666666667,0.2,0.0,0,1,0,1,2,3,-1,-1.0,1.0
0.0833333333333,0.25,0.0,0.25,0.0,0,0,0,1,3,3,0,-1.0,1.0
0.142857142857,0.142857142857,0.0,0.0,0.0,1,1,1,1,1,0,0,1.0,1.0
0.15,0.1,0.0,0.2,0.2,0,0,0,3,2,4,4,1.0,1.0
0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0.0,0.0
0.0769230769231,0.115384615385,0.0,0.0769230769231,0.0384615384615,1,1,1,2,3,2,1,-1.0,1.0
0.0833333333333,0.166666666667,0.0,0.0833333333333,0.0833333333333,1,0,1,1,2,1,1,1.0,1.0
0.142857142857,0.0714285714286,0.0714285714286,0.142857142857,0.0,0,0,0,2,1,2,-1,-1.0,1.0
0.0454545454545,0.0454545454545,0.0909090909091,0.272727272727,0.0,1,0,1,1,1,6,-2,-1.0,1.0
0.125,0.0,0.125,0.375,0.0,0,0,0,1,0,3,-1,-1.0,1.0
0.0,0.0,0.0,0.125,0.0,1,0,1,0,0,1,0,1.0,1.0
0.1,0.1,0.0,0.1,0.1,1,0,1,1,1,1,1,1.0,1.0
0.157894736842,0.0,0.105263157895,0.0526315789474,0.0,1,0,1,3,0,1,-2,1.0,1.0
0.25,0.0,0.0833333333333,0.166666666667,0.0833333333333,1,0,1,3,0,2,0,1.0,1.0
0.04,0.0,0.04,0.32,0.04,1,1,1,1,0,8,0,-1.0,1.0
0.0,0.0,0.0,0.217391304348,0.0,0,0,0,0,0,5,0,-1.0,1.0
0.0833333333333,0.166666666667,0.0,0.166666666667,0.0833333333333,1,0,1,1,2,2,1,-1.0,1.0
0.107142857143,0.0714285714286,0.0,0.178571428571,0.0357142857143,1,1,1,3,2,5,1,-1.0,1.0
0.0,0.0,0.0,0.4,0.0,0,0,0,0,0,2,0,-1.0,1.0
0.0,0.166666666667,0.0,0.222222222222,0.0,1,0,1,0,3,4,0,-1.0,1.0
0.0666666666667,0.0666666666667,0.0,0.2,0.0,1,1,1,1,1,3,0,1.0,1.0
0.0,0.111111111111,0.0555555555556,0.222222222222,0.0555555555556,1,0,1,0,2,4,0,-1.0,1.0
0.0,0.25,0.25,0.125,0.0,0,0,0,0,2,1,-2,-1.0,1.0
0.0909090909091,0.0909090909091,0.181818181818,0.181818181818,0.0,0,0,0,1,1,2,-2,-1.0,1.0
0.0588235294118,0.235294117647,0.0588235294118,0.117647058824,0.0,1,1,1,1,4,2,-1,-1.0,1.0
0.0769230769231,0.0769230769231,0.0769230769231,0.230769230769,0.0,1,1,1,1,1,3,-1,-1.0,1.0
0.133333333333,0.0666666666667,0.0,0.2,0.0666666666667,1,0,1,2,1,3,1,1.0,1.0
0.0,0.0555555555556,0.0,0.277777777778,0.0,1,0,1,0,1,5,0,-1.0,1.0
0.0,0.0,0.0,0.5,0.0,0,0,0,0,0,5,0,1.0,1.0
0.25,0.0,0.0,0.0,0.25,1,0,1,1,0,0,1,1.0,1.0
0.2,0.0,0.0,0.2,0.2,0,0,0,1,0,1,1,1.0,1.0
0.0,0.0,0.0,0.307692307692,0.153846153846,1,1,1,0,0,4,2,-1.0,1.0
0.222222222222,0.0,0.0,0.333333333333,0.0,0,0,0,2,0,3,0,-1.0,1.0
0.0,0.142857142857,0.0,0.285714285714,0.0,0,0,0,0,1,2,0,-1.0,1.0
0.133333333333,0.0666666666667,0.0666666666667,0.266666666667,0.0,0,0,0,2,1,4,-1,-1.0,1.0
0.142857142857,0.428571428571,0.142857142857,0.142857142857,0.0,0,0,0,1,3,1,-1,-1.0,1.0
0.0,0.142857142857,0.142857142857,0.285714285714,0.0,0,0,0,0,1,2,-1,-1.0,1.0
0.0,0.0,0.0,0.181818181818,0.0909090909091,1,1,1,0,0,2,1,1.0,1.0
0.0,0.125,0.0,0.166666666667,0.0,1,0,1,0,3,4,0,-1.0,1.0
0.0769230769231,0.0384615384615,0.0,0.115384615385,0.0,1,0,1,2,1,3,0,-1.0,1.0
0.0,0.222222222222,0.0,0.185185185185,0.0740740740741,1,0,1,0,6,5,2,-1.0,1.0
0.0,0.0555555555556,0.0,0.277777777778,0.0,1,0,1,0,1,5,0,-1.0,1.0
0.166666666667,0.0,0.0,0.0833333333333,0.0833333333333,0,1,0,2,0,1,1,-1.0,1.0
0.0,0.0,0.25,0.5,0.0,0,0,0,0,0,2,-1,-1.0,1.0
0.0,0.142857142857,0.0,0.142857142857,0.0,1,1,1,0,1,1,0,-1.0,1.0
0.0,0.0,0.0,0.375,0.0,0,0,0,0,0,3,0,-1.0,1.0
0.0,0.2,0.0,0.4,0.2,0,0,0,0,1,2,1,-1.0,1.0
0.105263157895,0.210526315789,0.0526315789474,0.105263157895,0.0526315789474,1,1,1,2,4,2,0,-1.0,1.0
0.0,0.0,0.0,0.1,0.0,1,0,1,0,0,1,0,-1.0,1.0
0.25,0.0,0.0,0.25,0.25,0,0,0,1,0,1,1,1.0,1.0
0.15,0.05,0.0,0.05,0.05,1,0,1,3,1,1,1,1.0,1.0
0.3,0.0,0.0,0.2,0.1,1,1,1,3,0,2,1,-1.0,1.0
0.0454545454545,0.0,0.0,0.409090909091,0.0454545454545,1,0,1,1,0,9,1,-1.0,1.0
0.181818181818,0.0909090909091,0.0,0.181818181818,0.0,1,1,1,2,1,2,0,-1.0,1.0
0.0,0.129032258065,0.0322580645161,0.161290322581,0.0,1,0,1,0,4,5,-1,-1.0,1.0
0.0,0.5,0.0,0.5,0.0,0,0,0,0,1,1,0,-1.0,1.0
